ground_truth,student_answer,label,ngram_overlap,lcs_ratio,length_ratio,score_multilingual_mpnet,score_multilingual_minilm,score_vi_sbert
"Động năng là dạng năng lượng mà một vật có được do nó đang chuyển động, có độ lớn bằng Wđ = 1/2 mv², với m là khối lượng và v là vận tốc của vật.","Động năng là năng lượng của vật sinh ra vì nó đang di chuyển, tính bằng nửa khối lượng nhân bình phương vận tốc.",dung,0.029411764705882353,0.3055555555555556,0.5555555555555556,0.8571908,0.73142517,0.7776888
"Động năng là dạng năng lượng mà một vật có được do nó đang chuyển động, có độ lớn bằng Wđ = 1/2 mv², với m là khối lượng và v là vận tốc của vật.","Theo em thì bất cứ vật gì đang chuyển động đều mang trong mình một loại năng lượng gọi là động năng, giá trị của nó phụ thuộc vào khối lượng vật và đặc biệt phụ thuộc rất mạnh vào vận tốc vì vận tốc bị bình phương lên trong công thức.",dung,0.006756756756756757,0.2222222222222222,1.1388888888888888,0.79777795,0.75407124,0.6730757
"Động năng là dạng năng lượng mà một vật có được do nó đang chuyển động, có độ lớn bằng Wđ = 1/2 mv², với m là khối lượng và v là vận tốc của vật.","Động năng là dạng năng lượng mà vật có được do đang chuyển động, độ lớn bằng Wđ = 1/2 mv², m là khối lượng, v là vận tốc vật.",hoc_vet,0.44402228976697067,0.8333333333333334,0.8611111111111112,0.99464345,0.99043816,0.9816309
"Động năng là dạng năng lượng mà một vật có được do nó đang chuyển động, có độ lớn bằng Wđ = 1/2 mv², với m là khối lượng và v là vận tốc của vật.","Động năng là năng lượng của một vật có được do vật đang chuyển động, tính bằng công thức 1/2 mv² với m khối lượng và v vận tốc.",hoc_vet,0.20272435897435898,0.6388888888888888,0.75,0.9638957,0.9562568,0.8875596
"Động năng là dạng năng lượng mà một vật có được do nó đang chuyển động, có độ lớn bằng Wđ = 1/2 mv², với m là khối lượng và v là vận tốc của vật.","Động năng là năng lượng vật có do vị trí của nó ở trên cao so với mặt đất, tính bằng m nhân g nhân độ cao.",sai,0.017543859649122806,0.3055555555555556,0.6944444444444444,0.739755,0.67797285,0.6941026
"Thế năng trọng trường của một vật là năng lượng vật có do vị trí của nó trong trọng trường, được xác định bằng Wt = mgz, với z là độ cao của vật so với mốc thế năng.","Thế năng trọng trường là năng lượng vật có được vì nó đang ở một độ cao nào đó so với mặt đất, càng lên cao thì thế năng càng lớn.",dung,0.07208931419457734,0.37142857142857144,0.8,0.719615,0.6030046,0.75689024
"Thế năng trọng trường của một vật là năng lượng vật có do vị trí của nó trong trọng trường, được xác định bằng Wt = mgz, với z là độ cao của vật so với mốc thế năng.","Em nghĩ thế năng trọng trường xuất hiện là do vị trí của vật trong trường hấp dẫn của Trái Đất, nếu vật ở càng xa mốc chọn làm gốc thường là mặt đất thì thế năng càng lớn, công thức tính là khối lượng nhân gia tốc trọng trường nhân độ cao.",dung,0.03415401703072936,0.34285714285714286,1.2571428571428571,0.7129249,0.42815623,0.76054823
"Thế năng trọng trường của một vật là năng lượng vật có do vị trí của nó trong trọng trường, được xác định bằng Wt = mgz, với z là độ cao của vật so với mốc thế năng.","Thế năng trọng trường của vật là năng lượng vật có do vị trí của nó trong trọng trường, xác định bằng Wt = mgz, z là độ cao so với mốc thế năng.",hoc_vet,0.5952537903757416,0.8571428571428571,0.8571428571428571,0.99280876,0.9896263,0.98947376
"Thế năng trọng trường của một vật là năng lượng vật có do vị trí của nó trong trọng trường, được xác định bằng Wt = mgz, với z là độ cao của vật so với mốc thế năng.","Thế năng trọng trường là năng lượng mà vật có được do vị trí trong trọng trường, tính bằng công thức mgz với z là độ cao so với mốc chọn.",hoc_vet,0.1721698113207547,0.6285714285714286,0.7714285714285715,0.9320784,0.8872362,0.9291467
"Thế năng trọng trường của một vật là năng lượng vật có do vị trí của nó trong trọng trường, được xác định bằng Wt = mgz, với z là độ cao của vật so với mốc thế năng.",Thế năng trọng trường là năng lượng vật có được do nó đang chuyển động nhanh hay chậm ở trên cao.,sai,0.06382978723404255,0.2857142857142857,0.5142857142857142,0.720529,0.5589912,0.6938913
"Trong quá trình chuyển động, nếu vật chỉ chịu tác dụng của trọng lực (không có lực ma sát, lực cản), thì cơ năng của vật là đại lượng bảo toàn, tức là tổng động năng và thế năng không đổi.","Nếu không có ma sát hay lực cản gì thì tổng động năng cộng thế năng của vật lúc nào cũng như nhau, năng lượng chỉ chuyển từ dạng này sang dạng kia thôi.",dung,0.02459016393442623,0.2777777777777778,0.8333333333333334,0.7739939,0.7269313,0.7490199
"Trong quá trình chuyển động, nếu vật chỉ chịu tác dụng của trọng lực (không có lực ma sát, lực cản), thì cơ năng của vật là đại lượng bảo toàn, tức là tổng động năng và thế năng không đổi.","Em hiểu là khi vật rơi hay chuyển động mà chỉ có trọng lực tác dụng, không bị ma sát hay cản trở gì thì cơ năng của nó, tức là động năng cộng với thế năng, sẽ không thay đổi theo thời gian, ví dụ vật rơi xuống thì thế năng giảm nhưng động năng tăng lên tương ứng.",dung,0.024691358024691357,0.3611111111111111,1.3888888888888888,0.82434833,0.77388966,0.84335715
"Trong quá trình chuyển động, nếu vật chỉ chịu tác dụng của trọng lực (không có lực ma sát, lực cản), thì cơ năng của vật là đại lượng bảo toàn, tức là tổng động năng và thế năng không đổi.","Nếu vật chỉ chịu tác dụng của trọng lực, không có ma sát hay lực cản, thì cơ năng của vật được bảo toàn, tổng động năng và thế năng không đổi.",hoc_vet,0.30113378684807257,0.6666666666666666,0.7777777777777778,0.9622924,0.9356287,0.94963646
"Trong quá trình chuyển động, nếu vật chỉ chịu tác dụng của trọng lực (không có lực ma sát, lực cản), thì cơ năng của vật là đại lượng bảo toàn, tức là tổng động năng và thế năng không đổi.","Trong quá trình chuyển động nếu vật chỉ chịu trọng lực tác dụng thì cơ năng là đại lượng bảo toàn, động năng và thế năng cộng lại luôn không đổi.",hoc_vet,0.19043478260869565,0.5277777777777778,0.6666666666666666,0.9616422,0.92126226,0.9107479
"Trong quá trình chuyển động, nếu vật chỉ chịu tác dụng của trọng lực (không có lực ma sát, lực cản), thì cơ năng của vật là đại lượng bảo toàn, tức là tổng động năng và thế năng không đổi.",Định luật bảo toàn cơ năng nghĩa là dù có ma sát hay không thì tổng động năng và thế năng của vật luôn luôn không đổi trong mọi trường hợp.,sai,0.047895500725689405,0.25,0.6111111111111112,0.702747,0.71216977,0.68633986
"Áp suất tại một điểm trong chất lỏng tăng theo độ sâu, được tính bằng p = ρgh, với ρ là khối lượng riêng chất lỏng, g là gia tốc trọng trường và h là độ sâu tính từ mặt thoáng.","Càng xuống sâu trong nước thì áp suất càng lớn, tính bằng khối lượng riêng nhân gia tốc trọng trường nhân độ sâu.",dung,0.037037037037037035,0.28205128205128205,0.5384615384615384,0.6370999,0.47294757,0.58112365
"Áp suất tại một điểm trong chất lỏng tăng theo độ sâu, được tính bằng p = ρgh, với ρ là khối lượng riêng chất lỏng, g là gia tốc trọng trường và h là độ sâu tính từ mặt thoáng.","Theo em áp suất ở một điểm trong lòng chất lỏng phụ thuộc vào độ sâu tính từ mặt thoáng xuống, và loại chất lỏng khác nhau thì khối lượng riêng khác nhau nên áp suất cũng khác, công thức chung là p = ρgh.",dung,0.11638655462184874,0.3333333333333333,1.0512820512820513,0.7790477,0.7676379,0.7087679
"Áp suất tại một điểm trong chất lỏng tăng theo độ sâu, được tính bằng p = ρgh, với ρ là khối lượng riêng chất lỏng, g là gia tốc trọng trường và h là độ sâu tính từ mặt thoáng.","Áp suất tại một điểm trong chất lỏng tăng theo độ sâu, tính bằng p = ρgh, với ρ khối lượng riêng chất lỏng, g gia tốc trọng trường, h độ sâu từ mặt thoáng.",hoc_vet,0.4929705215419501,0.8461538461538461,0.8717948717948718,0.97635883,0.97465885,0.9532607
"Áp suất tại một điểm trong chất lỏng tăng theo độ sâu, được tính bằng p = ρgh, với ρ là khối lượng riêng chất lỏng, g là gia tốc trọng trường và h là độ sâu tính từ mặt thoáng.","Áp suất trong lòng chất lỏng tăng dần theo độ sâu, được tính bằng công thức p = ρgh trong đó h là độ sâu tính từ mặt thoáng chất lỏng.",hoc_vet,0.2753846153846154,0.5897435897435898,0.7435897435897436,0.91140425,0.91879547,0.8952037
"Áp suất tại một điểm trong chất lỏng tăng theo độ sâu, được tính bằng p = ρgh, với ρ là khối lượng riêng chất lỏng, g là gia tốc trọng trường và h là độ sâu tính từ mặt thoáng.","Áp suất chất lỏng phụ thuộc vào hình dạng của bình chứa, bình càng to càng rộng thì áp suất ở đáy càng lớn.",sai,0.0,0.10256410256410256,0.5384615384615384,0.58868265,0.62665904,0.64513195
Nguyên tử gồm hạt nhân mang điện tích dương nằm ở trung tâm (chứa proton mang điện dương và neutron không mang điện) và lớp vỏ electron mang điện âm chuyển động xung quanh hạt nhân.,"Nguyên tử có phần lõi ở giữa gồm proton và neutron, còn electron thì bay xung quanh ở lớp vỏ bên ngoài.",dung,0.02,0.25,0.6875,0.8943897,0.864612,0.8847861
Nguyên tử gồm hạt nhân mang điện tích dương nằm ở trung tâm (chứa proton mang điện dương và neutron không mang điện) và lớp vỏ electron mang điện âm chuyển động xung quanh hạt nhân.,"Em hiểu là ở giữa nguyên tử có một hạt nhân rất nhỏ nhưng nặng, trong đó chứa proton tích điện dương và neutron không tích điện, còn xung quanh hạt nhân đó là các electron mang điện âm chuyển động rất nhanh tạo thành lớp vỏ.",dung,0.13071361940298507,0.46875,1.40625,0.91698384,0.8539814,0.9377571
Nguyên tử gồm hạt nhân mang điện tích dương nằm ở trung tâm (chứa proton mang điện dương và neutron không mang điện) và lớp vỏ electron mang điện âm chuyển động xung quanh hạt nhân.,"Nguyên tử gồm hạt nhân mang điện dương ở trung tâm chứa proton điện dương và neutron không mang điện, và lớp vỏ electron mang điện âm chuyển động quanh hạt nhân.",hoc_vet,0.419200954084675,0.8125,0.90625,0.99053776,0.9725114,0.9854602
Nguyên tử gồm hạt nhân mang điện tích dương nằm ở trung tâm (chứa proton mang điện dương và neutron không mang điện) và lớp vỏ electron mang điện âm chuyển động xung quanh hạt nhân.,"Nguyên tử có hạt nhân mang điện tích dương nằm ở giữa gồm proton và neutron, lớp vỏ bên ngoài là các electron mang điện âm bay xung quanh.",hoc_vet,0.16760746851932262,0.5625,0.84375,0.96982205,0.944537,0.9416694
Nguyên tử gồm hạt nhân mang điện tích dương nằm ở trung tâm (chứa proton mang điện dương và neutron không mang điện) và lớp vỏ electron mang điện âm chuyển động xung quanh hạt nhân.,"Nguyên tử gồm hạt nhân ở giữa chứa proton và electron, còn neutron thì bay ở lớp vỏ bên ngoài mang điện âm.",sai,0.08423795049934867,0.4375,0.71875,0.9437651,0.8932035,0.92390347
"Liên kết ion là liên kết được hình thành bởi lực hút tĩnh điện giữa các ion mang điện tích trái dấu, thường tạo thành khi nguyên tử kim loại nhường electron cho nguyên tử phi kim.","Liên kết ion là kiểu liên kết mà một nguyên tử cho hẳn electron cho nguyên tử kia, tạo thành hai ion trái dấu rồi hút nhau.",dung,0.08423795049934867,0.3,0.8333333333333334,0.9083496,0.88043135,0.83275497
"Liên kết ion là liên kết được hình thành bởi lực hút tĩnh điện giữa các ion mang điện tích trái dấu, thường tạo thành khi nguyên tử kim loại nhường electron cho nguyên tử phi kim.","Theo em thì liên kết ion xảy ra khi một nguyên tử, thường là kim loại, nhường hẳn electron của mình cho một nguyên tử phi kim, sau đó nguyên tử kim loại trở thành ion dương còn phi kim thành ion âm, và hai ion trái dấu này hút nhau bằng lực tĩnh điện tạo nên liên kết.",dung,0.025974025974025976,0.36666666666666664,1.7666666666666666,0.9505197,0.93734795,0.87944484
"Liên kết ion là liên kết được hình thành bởi lực hút tĩnh điện giữa các ion mang điện tích trái dấu, thường tạo thành khi nguyên tử kim loại nhường electron cho nguyên tử phi kim.","Liên kết ion là liên kết hình thành bởi lực hút tĩnh điện giữa các ion mang điện tích trái dấu, tạo thành khi nguyên tử kim loại nhường electron cho phi kim.",hoc_vet,0.6387867647058824,0.9,0.9,0.99236673,0.98889756,0.989742
"Liên kết ion là liên kết được hình thành bởi lực hút tĩnh điện giữa các ion mang điện tích trái dấu, thường tạo thành khi nguyên tử kim loại nhường electron cho nguyên tử phi kim.","Liên kết ion được tạo bởi lực hút tĩnh điện giữa hai ion trái dấu, thường hình thành khi kim loại nhường electron cho nguyên tử phi kim.",hoc_vet,0.3092105263157895,0.7,0.8,0.96998614,0.9685628,0.94988203
"Liên kết ion là liên kết được hình thành bởi lực hút tĩnh điện giữa các ion mang điện tích trái dấu, thường tạo thành khi nguyên tử kim loại nhường electron cho nguyên tử phi kim.","Liên kết ion là liên kết mà hai nguyên tử góp chung electron với nhau để cùng đạt cấu hình bền, giống như hai bên chia sẻ electron.",sai,0.050408163265306116,0.23333333333333334,0.8333333333333334,0.8599522,0.80241126,0.7920222
Liên kết cộng hóa trị là liên kết được hình thành giữa hai nguyên tử bằng một hay nhiều cặp electron dùng chung.,Liên kết cộng hóa trị là khi hai nguyên tử góp chung electron với nhau chứ không cho hẳn.,dung,0.06896551724137931,0.3888888888888889,0.8888888888888888,0.9534588,0.91202307,0.8406077
Liên kết cộng hóa trị là liên kết được hình thành giữa hai nguyên tử bằng một hay nhiều cặp electron dùng chung.,"Em nghĩ liên kết cộng hóa trị khác với liên kết ion ở chỗ hai nguyên tử tham gia liên kết không nhường hẳn electron cho nhau mà cùng góp chung một hoặc nhiều cặp electron để dùng chung, nhờ vậy cả hai đều đạt được cấu hình electron bền vững hơn.",dung,0.04370840895341803,0.6111111111111112,2.5,0.84856004,0.8499343,0.8246571
Liên kết cộng hóa trị là liên kết được hình thành giữa hai nguyên tử bằng một hay nhiều cặp electron dùng chung.,Liên kết cộng hóa trị là liên kết hình thành giữa hai nguyên tử bằng một hoặc nhiều cặp electron dùng chung.,hoc_vet,0.5630952380952381,0.8888888888888888,0.9444444444444444,0.9985473,0.9935338,0.9945266
Liên kết cộng hóa trị là liên kết được hình thành giữa hai nguyên tử bằng một hay nhiều cặp electron dùng chung.,Liên kết cộng hóa trị được tạo thành giữa hai nguyên tử nhờ một hay nhiều cặp electron chung.,hoc_vet,0.24358974358974358,0.7222222222222222,0.8888888888888888,0.963194,0.97092843,0.94339436
Liên kết cộng hóa trị là liên kết được hình thành giữa hai nguyên tử bằng một hay nhiều cặp electron dùng chung.,Liên kết cộng hóa trị là liên kết mà một nguyên tử nhường hẳn electron của mình cho nguyên tử kia để tạo thành ion.,sai,0.07670454545454546,0.3888888888888889,1.1111111111111112,0.89179915,0.87392974,0.74914765
"Trong một chu kì, theo chiều tăng của điện tích hạt nhân, tính kim loại giảm dần; trong một nhóm A, theo chiều tăng của điện tích hạt nhân, tính kim loại tăng dần.","Đi từ trái sang phải trong một hàng thì tính kim loại yếu dần, còn đi từ trên xuống dưới trong một cột thì tính kim loại mạnh lên.",dung,0.02631578947368421,0.2727272727272727,0.8787878787878788,0.6274712,0.6577543,0.5286949
"Trong một chu kì, theo chiều tăng của điện tích hạt nhân, tính kim loại giảm dần; trong một nhóm A, theo chiều tăng của điện tích hạt nhân, tính kim loại tăng dần.","Theo em thì trong bảng tuần hoàn, nếu xét theo hàng ngang tức chu kì, khi điện tích hạt nhân tăng dần từ trái qua phải thì tính kim loại của nguyên tố giảm dần, ngược lại nếu xét theo cột dọc tức nhóm A, khi đi từ trên xuống dưới thì tính kim loại lại tăng lên.",dung,0.058045612923661706,0.45454545454545453,1.6363636363636365,0.8839542,0.8532633,0.7705464
"Trong một chu kì, theo chiều tăng của điện tích hạt nhân, tính kim loại giảm dần; trong một nhóm A, theo chiều tăng của điện tích hạt nhân, tính kim loại tăng dần.","Trong một chu kì, theo chiều tăng điện tích hạt nhân, tính kim loại giảm dần; trong một nhóm A, theo chiều tăng điện tích hạt nhân, tính kim loại tăng dần.",hoc_vet,0.76890756302521,0.9393939393939394,0.9393939393939394,0.99271476,0.99517083,0.9921316
"Trong một chu kì, theo chiều tăng của điện tích hạt nhân, tính kim loại giảm dần; trong một nhóm A, theo chiều tăng của điện tích hạt nhân, tính kim loại tăng dần.","Trong chu kì theo chiều tăng của điện tích hạt nhân thì tính kim loại giảm, còn trong nhóm A theo chiều tăng điện tích hạt nhân thì tính kim loại tăng dần.",hoc_vet,0.2642045454545454,0.7272727272727273,0.8484848484848485,0.98998475,0.9859002,0.82264435
"Trong một chu kì, theo chiều tăng của điện tích hạt nhân, tính kim loại giảm dần; trong một nhóm A, theo chiều tăng của điện tích hạt nhân, tính kim loại tăng dần.","Trong một chu kì, đi từ trái sang phải tính kim loại tăng dần vì điện tích hạt nhân tăng nên hút electron mạnh hơn, còn trong nhóm thì tính kim loại giảm dần khi xuống dưới.",sai,0.14100985221674878,0.42424242424242425,1.0606060606060606,0.8534889,0.8952063,0.7451377
"Phản ứng oxi hóa - khử là phản ứng hóa học trong đó có sự chuyển electron giữa các chất phản ứng, hay nói cách khác có sự thay đổi số oxi hóa của một số nguyên tố.","Phản ứng oxi hóa khử là phản ứng có electron chuyển từ chất này sang chất kia, làm số oxi hóa của các nguyên tố thay đổi.",dung,0.05187074829931972,0.3870967741935484,0.7419354838709677,0.91241544,0.9422071,0.9460678
"Phản ứng oxi hóa - khử là phản ứng hóa học trong đó có sự chuyển electron giữa các chất phản ứng, hay nói cách khác có sự thay đổi số oxi hóa của một số nguyên tố.","Em hiểu phản ứng oxi hóa khử là loại phản ứng mà trong đó có chất nhường electron và có chất nhận electron, quá trình nhường electron gọi là oxi hóa còn nhận electron gọi là khử, kết quả là số oxi hóa của các nguyên tố tham gia bị thay đổi so với trước phản ứng.",dung,0.047760088855979266,0.41935483870967744,1.5806451612903225,0.91573983,0.91470796,0.9033357
"Phản ứng oxi hóa - khử là phản ứng hóa học trong đó có sự chuyển electron giữa các chất phản ứng, hay nói cách khác có sự thay đổi số oxi hóa của một số nguyên tố.","Phản ứng oxi hóa - khử là phản ứng hóa học có sự chuyển electron giữa các chất phản ứng, tức là có sự thay đổi số oxi hóa của một số nguyên tố.",hoc_vet,0.6127450980392157,0.8064516129032258,0.8387096774193549,0.99482954,0.9950797,0.99096
"Phản ứng oxi hóa - khử là phản ứng hóa học trong đó có sự chuyển electron giữa các chất phản ứng, hay nói cách khác có sự thay đổi số oxi hóa của một số nguyên tố.","Phản ứng oxi hóa khử là phản ứng trong đó có sự chuyển electron giữa các chất, hay có sự thay đổi số oxi hóa của một vài nguyên tố tham gia.",hoc_vet,0.3360805860805861,0.7096774193548387,0.8387096774193549,0.96770006,0.97152126,0.9750175
"Phản ứng oxi hóa - khử là phản ứng hóa học trong đó có sự chuyển electron giữa các chất phản ứng, hay nói cách khác có sự thay đổi số oxi hóa của một số nguyên tố.",Phản ứng oxi hóa khử là phản ứng mà chất oxi hóa là chất nhường electron còn chất khử là chất nhận electron.,sai,0.021739130434782608,0.22580645161290322,0.6129032258064516,0.8873871,0.9030711,0.89031315
"Tế bào nhân thực có màng nhân bao bọc vật chất di truyền tạo thành nhân hoàn chỉnh, và có hệ thống các bào quan có màng bao bọc như ti thể, lục lạp, lưới nội chất, bộ máy Golgi.","Tế bào nhân thực khác tế bào nhân sơ ở chỗ nó có nhân thật, tức là ADN được bọc trong một lớp màng riêng, và còn có nhiều bào quan có màng bao quanh nữa.",dung,0.07105654761904762,0.3333333333333333,0.9722222222222222,0.8133551,0.8080159,0.7734071
"Tế bào nhân thực có màng nhân bao bọc vật chất di truyền tạo thành nhân hoàn chỉnh, và có hệ thống các bào quan có màng bao bọc như ti thể, lục lạp, lưới nội chất, bộ máy Golgi.","Theo em điểm đặc trưng của tế bào nhân thực là vật chất di truyền không nằm tự do trong tế bào chất mà được bao bọc bởi màng nhân tạo thành một nhân hoàn chỉnh, ngoài ra bên trong tế bào chất còn có rất nhiều bào quan có màng riêng như ti thể để hô hấp, lục lạp để quang hợp ở thực vật, lưới nội chất và bộ máy Golgi.",dung,0.13444767441860467,0.6944444444444444,1.6944444444444444,0.9125368,0.9083211,0.9262792
"Tế bào nhân thực có màng nhân bao bọc vật chất di truyền tạo thành nhân hoàn chỉnh, và có hệ thống các bào quan có màng bao bọc như ti thể, lục lạp, lưới nội chất, bộ máy Golgi.","Tế bào nhân thực có màng nhân bao bọc vật chất di truyền tạo thành nhân hoàn chỉnh, và có các bào quan có màng bao bọc như ti thể, lục lạp, lưới nội chất, bộ máy Golgi.",hoc_vet,0.8888888888888888,0.9722222222222222,0.9722222222222222,0.99536794,0.9952808,0.99389094
"Tế bào nhân thực có màng nhân bao bọc vật chất di truyền tạo thành nhân hoàn chỉnh, và có hệ thống các bào quan có màng bao bọc như ti thể, lục lạp, lưới nội chất, bộ máy Golgi.","Tế bào nhân thực có màng bao bọc vật chất di truyền tạo nhân hoàn chỉnh, và có hệ thống bào quan có màng như ti thể, lục lạp, lưới nội chất, Golgi.",hoc_vet,0.5658914728682171,0.8611111111111112,0.8611111111111112,0.9854941,0.98477703,0.9795275
"Tế bào nhân thực có màng nhân bao bọc vật chất di truyền tạo thành nhân hoàn chỉnh, và có hệ thống các bào quan có màng bao bọc như ti thể, lục lạp, lưới nội chất, bộ máy Golgi.","Tế bào nhân thực là loại tế bào không có màng nhân bao bọc, vật chất di truyền nằm tự do trong tế bào chất giống như vi khuẩn.",sai,0.08766968325791855,0.3055555555555556,0.6388888888888888,0.7430122,0.7743925,0.8319992
